Transition 1,Transition 2,Order,sigsys,a,b_1,c_1,d_1,b_2,c_2,d_2
4223.402Fe1,4227.146Fe1,16,11.970864820199282,286000.7035841343,-6.876753143834953,14.775247151959192,-255.99096958016474,0.0005808025692994514,-216.21399890233678,50.69495674222502
4257.811Cr1,4264.790La2,17,46.85737433259712,552008.8791185091,-6.702209796855876,-44.37712854614585,-18012.609926105542,0.0005489376526627281,508.17883677879473,2091.531649644541
4257.811Cr1,4264.790La2,18,0,555389.3294877913,4.721351152293405,75.87964753575196,-34637.33665273074,-0.0004269561974535841,1272.141517269096,3971.4888115181584
4277.630Ti1,4282.569Ti1,18,4.242024411768505,352920.24170141196,-2.2425137968320774,84.31172290648945,-105.97676470672809,0.00019182813340691337,6.399787203691904,8.722305696320035
4280.692Fe1,4287.210Ti1,18,34.82649794659916,408898.60185888567,15.920464203361092,-526.4796378133086,981.0355738354025,-0.001367931206126633,151.1589961036687,-118.64980087166529
4295.006Fe1,4299.716Ni1,18,0,330980.6811011377,-5.124587667195105,-96.58017510017585,5513.5857572490895,0.0004556537576178443,-257.9964395502067,-640.3278667349794
4295.006Fe1,4299.716Ni1,19,12.511667010996382,353148.43577418703,-13.125938266066747,-173.81737411387644,5925.671424899748,0.0011528664396935758,-152.33790347122562,-695.6278115321129
4299.716Ni1,4309.365Mn2,19,100.19609825012427,412908.2671621042,33.53329931393284,-950.6979092630364,77523.23070512552,-0.0030545011408939695,2055.5491593527468,-8962.30986212768
4309.365Mn2,4312.193Gd2,19,66.88509133794291,282642.6207580173,-17.197312972611346,784.6766043152624,-18969.74798086708,0.0015425318443932111,-602.1832918460636,2290.569012818732
4309.365Mn2,4315.724Nd2,19,88.93490859442305,575493.4867448448,-18.384282483110308,903.0837563563929,-39965.82463959485,0.001720460781950034,-1453.039102968568,4672.042579903712
4309.365Mn2,4318.008Ti2,19,77.05190601764419,732272.3048878766,-17.003043888183374,877.5740358745139,-40416.00176605934,0.0015872637717579705,-1199.684572063051,4705.013956989016
4312.193Gd2,4318.008Ti2,19,28.847176046798275,419746.19236189383,3.5233920816952864,78.71786585647584,-11995.489345313543,-0.0002472046487272476,-358.9258296296887,1319.9225454983182
4312.193Gd2,4322.165Ti2,19,24.530438660542703,706954.6148966848,4.880000579863329,127.5740126367475,-13076.19257151075,-0.0003608223252778896,-313.05343804700885,1424.1430999749414
4315.295Sc2,4322.165Ti2,19,17.417207569729683,461904.51371771324,1.6935972109047739,-45.14365201009506,4474.302347955771,-0.00015618470246419686,45.52861667539608,-489.12009096499855
4334.960La2,4346.111Fe1,20,31.160786686537676,760656.2317731323,2.215600715665193,207.4702013260025,700.9500650574391,-0.00017273316761591475,-425.9087345296351,-114.29405653829589
4343.034Fe1,4346.111Fe1,20,40.92097169668086,158725.4883014903,-12.113527760429514,-3289.5186930343507,41786.74569249788,0.0011316083194074377,5268.631014111232,-5064.732482331041
4343.034Fe1,4351.364Fe1,20,96.96603093810586,526601.4001535039,-24.94591265471315,-4685.379317104028,56910.8596514054,0.0022643793583055987,5645.082791995518,-6877.257107326607
4346.111Fe1,4351.364Fe1,20,77.33562457275274,504341.35925684083,-15.634840596385116,-907.0563909581543,-43787.978600744806,0.0013921959342621173,-694.3968695397799,4913.514857788826
4370.628Fe2,4381.963Fe1,21,11.542883682398191,754287.3223356868,-2.2266591073940534,229.1538555920376,12481.967071338731,0.00020831421235961825,-126.23384578890295,-1434.1541832604796
4381.963Fe1,4386.207Cr1,21,15.741377075171028,265110.78819341154,4.682967922852038,-201.79424296082462,6025.079119596606,-0.0004310816260732957,56.27258251759727,-683.2731691504026
4381.963Fe1,4386.207Cr1,22,23.92011915690058,284943.87179660855,8.268676839151322,-135.8139027488413,-8057.360520380343,-0.0007270639943671772,18.189097433979207,932.2263827085625
4387.097Ti1,4398.472Cr1,22,79.64012252875781,751249.6722402736,28.220224557145688,-1747.658801656374,-24437.536114319246,-0.0025016719818348734,1892.2830889471581,2849.325471578623
4398.472Cr1,4399.855Ni1,22,132.70906424735298,299228.82433609595,-5.958690707049659,3159.8614083204216,-88524.42304414224,0.0006148928198750753,-2888.2584732240753,10146.279645552208
